rank,score,priority,sla_hours,owner,product,scanner,title,severity,cve,cwe,endpoint,parameter,epss_score,epss_percentile,epss_trend,kev,kev_date,exploit_available,exploit_source,escalation_potential,package,fixed_version,description,remediation_summary
590,23.8,P4,720,appsec-legacy,bwapp,trivy,mysql: unsafe chmod/chown use in init script (CPU Jan 2017),medium,CVE-2017-3265,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libmysqlclient18,5.5.54-0ubuntu0.14.04.1,"Vulnerability in the MySQL Server component of Oracle MySQL (subcomponent: Server: Packaging). Supported versions that are affected are 5.5.53 and earlier, 5.6.34 and earlier and 5.7.16 and earlier. Difficult to exploit vulnerability allows high privileged attacker with logon to the infrastructure where MySQL Server executes to compromise MySQL Server. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all MySQL Server accessible data and unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS v3.0 Base Score 5.6 (Confidentiality and Availability impacts).","[first_aid] Apply the vendor security patch for CVE-2017-3265; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.54-0ubuntu0.14.04.1 (fixed version) in the image an | [scanner_guidance] Upgrade libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.54-0ubuntu0.14.04.1"
591,23.8,P4,720,appsec-legacy,bwapp,trivy,mysql: Server: Security: Privileges unspecified vulnerability (CPU Apr 2017),medium,CVE-2017-3461,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libmysqlclient18,5.5.55-0ubuntu0.14.04.1,"Vulnerability in the MySQL Server component of Oracle MySQL (subcomponent: Server: Security: Privileges). Supported versions that are affected are 5.5.54 and earlier, 5.6.35 and earlier and 5.7.17 and earlier. Easily ""exploitable"" vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).","[first_aid] Apply the vendor security patch for CVE-2017-3461; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.55-0ubuntu0.14.04.1 (fixed version) in the image an | [scanner_guidance] Upgrade libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.55-0ubuntu0.14.04.1"
592,23.8,P4,720,appsec-legacy,bwapp,trivy,mysql: Server: Security: Privileges unspecified vulnerability (CPU Jul 2018),medium,CVE-2018-3063,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libmysqlclient18,5.5.61-0ubuntu0.14.04.1,Vulnerability in the MySQL Server component of Oracle MySQL (subcomponent: Server: Security: Privileges). Supported versions that are affected are 5.5.60 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,"[first_aid] Apply the vendor security patch for CVE-2018-3063; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.61-0ubuntu0.14.04.1 (fixed version) in the image an | [scanner_guidance] Upgrade libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.61-0ubuntu0.14.04.1"
593,23.8,P4,720,appsec-legacy,bwapp,trivy,mysql: Client programs unspecified vulnerability (CPU Jul 2018),medium,CVE-2018-3081,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libmysqlclient18,5.5.61-0ubuntu0.14.04.1,"Vulnerability in the MySQL Client component of Oracle MySQL (subcomponent: Client programs). Supported versions that are affected are 5.5.60 and prior, 5.6.40 and prior, 5.7.22 and prior and 8.0.11 and prior. Difficult to exploit vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Client. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Client as well as unauthorized update, insert or delete access to some of MySQL Client accessible data. CVSS 3.0 Base Score 5.0 (Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:L/A:H).","[first_aid] Apply the vendor security patch for CVE-2018-3081; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.61-0ubuntu0.14.04.1 (fixed version) in the image an | [scanner_guidance] Upgrade libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.61-0ubuntu0.14.04.1"
594,23.7,P4,720,appsec-node,nodegoat,trivy,"cookie: cookie accepts cookie name, path, and domain with out of bounds characters",low,CVE-2024-47764,CWE-74,Node.js,,,,,False,,False,,0.0,cookie,0.7.0,"cookie is a basic HTTP cookie parser and serializer for HTTP servers. The cookie name could be used to set other fields of the cookie, resulting in an unexpected cookie value. A similar escape can be used for path and domain, which could be abused to alter other fields of the cookie. Upgrade to 0.7.0, which updates the validation for name, path, and domain.","[first_aid] Apply the vendor security patch for CVE-2024-47764; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package cookie from 0.3.1 to 0.7.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade cookie from 0.3.1 to 0.7.0"
595,23.3,P4,720,appsec-legacy,bwapp,trivy,php: Dumpable FPM child processes allow bypassing opcache access controls,medium,CVE-2018-10545,CWE-200,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.513,libapache2-mod-php5,5.5.9+dfsg-1ubuntu4.25,"An issue was discovered in PHP before 5.6.35, 7.0.x before 7.0.29, 7.1.x before 7.1.16, and 7.2.x before 7.2.4. Dumpable FPM child processes allow bypassing opcache access controls because fpm_unix.c makes a PR_SET_DUMPABLE prctl call, allowing one user (in a multiuser environment) to obtain sensitive information from the process memory of a second user's PHP applications by running gcore on the PID of the PHP-FPM worker process.","[first_aid] Apply the vendor security patch for CVE-2018-10545; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.25 (fixed version) in the image a | [scanner_guidance] Upgrade libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.25"
596,23.3,P4,720,appsec-legacy,bwapp,trivy,openssl: Side-channel vulnerability on SMT/Hyper-Threading architectures (PortSmash),low,CVE-2018-5407,CWE-200,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.513,libssl1.0.0,1.0.1f-1ubuntu2.27,Simultaneous Multi-threading (SMT) in processors can enable local users to exploit software vulnerable to timing attacks via a side-channel timing attack on 'port contention'.,"[first_aid] Apply the vendor security patch for CVE-2018-5407; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.27 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.27"
597,23.3,P4,720,appsec-legacy,bwapp,trivy,util-linux: Sending SIGKILL to other processes with root privileges via su,medium,CVE-2017-2616,CWE-267,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,login,1:4.1.5.1-1ubuntu9.4,A race condition was found in util-linux before 2.32.1 in the way su handled the management of child processes. A local authenticated attacker could use this flaw to kill other processes with root privileges under specific conditions.,"[first_aid] Apply the vendor security patch for CVE-2017-2616; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package login from 1:4.1.5.1-1ubuntu9.1 to 1:4.1.5.1-1ubuntu9.4 (fixed version) in the image and rebuild/redeplo | [scanner_guidance] Upgrade login from 1:4.1.5.1-1ubuntu9.1 to 1:4.1.5.1-1ubuntu9.4"
598,23.3,P4,720,appsec-node,nodegoat,trivy,Out-of-bounds Read,low,NSWG-ECO-445,,Node.js,,,,,False,,False,,,utile,,`utile` allocates uninitialized Buffers when number is passed in input,"[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] Out-of-bounds Read"
599,23.3,P4,720,appsec-node,nodegoat,wapiti,Unencrypted Channels: Sensitive data (cookie in the response) was sent over an unencrypted HTTP connection to http://nodegoat:4000/. The serve,low,,,/,,,,,False,,False,,,,,Sensitive data must be protected when it is transmitted through the network.,"[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] Use HTTPS for the whole web site and redirect any HTTP requests to HTTPS."
600,23.3,P4,720,appsec-node,nodegoat,wapiti,Unencrypted Channels: No HTTPS redirection for this host. All HTTP requests are served in clear text.,low,,,/login,,,,,False,,False,,,,,Sensitive data must be protected when it is transmitted through the network.,"[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] Use HTTPS for the whole web site and redirect any HTTP requests to HTTPS."
601,23.3,P4,720,appsec-node,nodegoat,wapiti,Secure Flag cookie: Secure flag is not set on the cookie: 'connect.sid' set at 'http://nodegoat:4000/',low,,,/,,,,,False,,False,,,,,The secure flag is an option that can be set by the application server when sending a new cookie to the user within an HTTP Response. The purpose of the secure flag is to prevent cookies from being observed by unauthorized parties due to the transmission of a the cookie in clear text.,"[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] When generating the cookie, make sure to set the Secure Flag to True."
602,23.3,P4,720,appsec-node,nodegoat,zap,Cookie without SameSite Attribute,low,,CWE-1275,http://nodegoat:4000,,,,,False,,False,,0.0,,,"<p>A cookie has been set without the SameSite attribute, which means that the cookie can be sent as a result of a 'cross-site' request. The SameSite attribute is an effective counter measure to cross-site request forgery, cross-site script inclusion, and timing attacks.</p>","[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] <p>Ensure that the SameSite attribute is set to either 'lax' or ideally 'strict' for all cookies.</p>"
603,23.3,P4,720,appsec-node,nodegoat,zap,Dangerous JS Functions,low,,CWE-749,http://nodegoat:4000,,,,,False,,False,,0.0,,,<p>A dangerous JS function seems to be in use that would leave the site vulnerable.</p>,"[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] <p>See the references for security advice on the use of these functions.</p>"
604,23.3,P4,720,appsec-node,nodegoat,zap,"Server Leaks Information via ""X-Powered-By"" HTTP Response Header Field(s)",low,,CWE-497,http://nodegoat:4000,,,,,False,,False,,0.0,,,"<p>The web/application server is leaking information via one or more ""X-Powered-By"" HTTP response headers. Access to such information may facilitate attackers identifying other frameworks/components your web application is reliant upon and the vulnerabilities such components may be subject to.</p>","[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] <p>Ensure that your web server, application server, load balancer, etc. is configured to suppress ""X-Powered-By"" headers"
605,23.0,P4,720,appsec-legacy,bwapp,trivy,mysql: Client programs unspecified vulnerability (CPU Jul 2017),medium,CVE-2017-3636,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libmysqlclient18,5.5.57-0ubuntu0.14.04.1,"Vulnerability in the MySQL Server component of Oracle MySQL (subcomponent: Client programs). Supported versions that are affected are 5.5.56 and earlier and 5.6.36 and earlier. Easily exploitable vulnerability allows low privileged attacker with logon to the infrastructure where MySQL Server executes to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of MySQL Server accessible data as well as unauthorized read access to a subset of MySQL Server accessible data and unauthorized ability to cause a partial denial of service (partial DOS) of MySQL Server. CVSS 3.0 Base Score 5.3 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).","[first_aid] Apply the vendor security patch for CVE-2017-3636; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.57-0ubuntu0.14.04.1 (fixed version) in the image an | [scanner_guidance] Upgrade libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.57-0ubuntu0.14.04.1"
606,23.0,P4,720,appsec-legacy,bwapp,trivy,procps: Integer overflows leading to heap overflow in file2strvec,medium,CVE-2018-1124,CWE-122,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libprocps3,1:3.3.9-1ubuntu2.3,"procps-ng before version 3.3.15 is vulnerable to multiple integer overflows leading to a heap corruption in file2strvec function. This allows a privilege escalation for a local attacker who can create entries in procfs by starting processes, which could result in crashes or arbitrary code execution in proc utilities run by other users.","[first_aid] Apply the vendor security patch for CVE-2018-1124; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libprocps3 from 1:3.3.9-1ubuntu2.2 to 1:3.3.9-1ubuntu2.3 (fixed version) in the image and rebuild/redepl | [scanner_guidance] Upgrade libprocps3 from 1:3.3.9-1ubuntu2.2 to 1:3.3.9-1ubuntu2.3"
607,23.0,P4,720,appsec-legacy,bwapp,trivy,shadow-utils: Incorrect integer handling results in LPE,medium,CVE-2016-6252,CWE-190,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,login,1:4.1.5.1-1ubuntu9.4,Integer overflow in shadow 4.2.1 allows local users to gain privileges via crafted input to newuidmap.,"[first_aid] Apply the vendor security patch for CVE-2016-6252; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package login from 1:4.1.5.1-1ubuntu9.1 to 1:4.1.5.1-1ubuntu9.4 (fixed version) in the image and rebuild/redeplo | [scanner_guidance] Upgrade login from 1:4.1.5.1-1ubuntu9.1 to 1:4.1.5.1-1ubuntu9.4"
608,23.0,P4,720,appsec-legacy,bwapp,trivy,ntp: Buffer Overflow in DPTS Clock,low,CVE-2017-6462,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.11,Buffer overflow in the legacy Datum Programmable Time Server (DPTS) refclock driver in NTP before 4.2.8p10 and 4.3.x before 4.3.94 allows local users to have unspecified impact via a crafted /dev/datum device.,"[first_aid] Apply the vendor security patch for CVE-2017-6462; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.11 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.11"
609,23.0,P4,720,appsec-legacy,bwapp,trivy,perl: XSLoader loads relative paths not included in @INC,low,CVE-2016-6185,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,perl,5.18.2-2ubuntu1.4,"The XSLoader::load method in XSLoader in Perl does not properly locate .so files when called in a string eval, which might allow local users to execute arbitrary code via a Trojan horse library under the current working directory.","[first_aid] Apply the vendor security patch for CVE-2016-6185; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.4 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.4"
610,23.0,P4,720,appsec-node,nodegoat,trivy,on-headers: on-headers vulnerable to http response header manipulation,low,CVE-2025-7339,CWE-241,Node.js,,,,,False,,False,,0.0,on-headers,1.1.0,"on-headers is a node.js middleware for listening to when a response writes headers. A bug in on-headers versions `<1.1.0` may result in response headers being inadvertently modified when an array is passed to `response.writeHead()`. Users should upgrade to version 1.1.0 to receive a patch. Uses are strongly encouraged to upgrade to `1.1.0`, but this issue can be worked around by passing an object to `response.writeHead()` rather than an array.","[first_aid] Apply the vendor security patch for CVE-2025-7339; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package on-headers from 1.0.1 to 1.1.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade on-headers from 1.0.1 to 1.1.0"
